,Fold,Model,Random State,Random Permutation Number,Thresholds,Number of Removed Features,Balanced ACC,AUC,F1,Specificity,Sensitivity,Recall
0,0,ICU dischargeresults_to_df (RF_3,False,0,0.0,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
1,0,ICU dischargeresults_to_df (RF_3,False,0,0.01,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
2,0,ICU dischargeresults_to_df (RF_3,False,0,0.02,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
3,0,ICU dischargeresults_to_df (RF_3,False,0,0.03,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
4,0,ICU dischargeresults_to_df (RF_3,False,0,0.04,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
5,0,ICU dischargeresults_to_df (RF_3,False,0,0.05,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
6,0,ICU dischargeresults_to_df (RF_3,False,0,0.06,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
7,0,ICU dischargeresults_to_df (RF_3,False,0,0.07,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
8,0,ICU dischargeresults_to_df (RF_3,False,0,0.08,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
9,0,ICU dischargeresults_to_df (RF_3,False,0,0.09,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
10,0,ICU dischargeresults_to_df (RF_3,False,0,0.1,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
11,0,ICU dischargeresults_to_df (RF_3,False,0,0.11,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
12,0,ICU dischargeresults_to_df (RF_3,False,0,0.12,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
13,0,ICU dischargeresults_to_df (RF_3,False,0,0.13,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
14,0,ICU dischargeresults_to_df (RF_3,False,0,0.14,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
15,0,ICU dischargeresults_to_df (RF_3,False,0,0.15,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
16,0,ICU dischargeresults_to_df (RF_3,False,0,0.16,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
17,0,ICU dischargeresults_to_df (RF_3,False,0,0.17,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
18,0,ICU dischargeresults_to_df (RF_3,False,0,0.18,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
19,0,ICU dischargeresults_to_df (RF_3,False,0,0.19,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
20,0,ICU dischargeresults_to_df (RF_3,False,0,0.2,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
21,0,ICU dischargeresults_to_df (RF_3,False,0,0.21,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
22,0,ICU dischargeresults_to_df (RF_3,False,0,0.22,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
23,0,ICU dischargeresults_to_df (RF_3,False,0,0.23,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
24,0,ICU dischargeresults_to_df (RF_3,False,0,0.24,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
25,0,ICU dischargeresults_to_df (RF_3,False,0,0.25,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
26,0,ICU dischargeresults_to_df (RF_3,False,0,0.26,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
27,0,ICU dischargeresults_to_df (RF_3,False,0,0.27,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
28,0,ICU dischargeresults_to_df (RF_3,False,0,0.28,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
29,0,ICU dischargeresults_to_df (RF_3,False,0,0.29,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
30,0,ICU dischargeresults_to_df (RF_3,False,0,0.3,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
31,0,ICU dischargeresults_to_df (RF_3,False,0,0.31,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
32,0,ICU dischargeresults_to_df (RF_3,False,0,0.32,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
33,0,ICU dischargeresults_to_df (RF_3,False,0,0.33,0,0.5,0.35000000000000003,0.4444444444444445,0.0,1.0,1.0
34,0,ICU dischargeresults_to_df (RF_3,False,0,0.34,0,0.4,0.35000000000000003,0.30769230769230765,0.3,0.5,0.5
35,0,ICU dischargeresults_to_df (RF_3,False,0,0.35000000000000003,0,0.4,0.35000000000000003,0.30769230769230765,0.3,0.5,0.5
36,0,ICU dischargeresults_to_df (RF_3,False,0,0.36,0,0.4,0.35000000000000003,0.30769230769230765,0.3,0.5,0.5
37,0,ICU dischargeresults_to_df (RF_3,False,0,0.37,0,0.4,0.35000000000000003,0.30769230769230765,0.3,0.5,0.5
38,0,ICU dischargeresults_to_df (RF_3,False,0,0.38,0,0.4,0.35000000000000003,0.30769230769230765,0.3,0.5,0.5
39,0,ICU dischargeresults_to_df (RF_3,False,0,0.39,0,0.4,0.35000000000000003,0.30769230769230765,0.3,0.5,0.5
40,0,ICU dischargeresults_to_df (RF_3,False,0,0.4,0,0.4,0.35000000000000003,0.30769230769230765,0.3,0.5,0.5
41,0,ICU dischargeresults_to_df (RF_3,False,0,0.41000000000000003,0,0.4,0.35000000000000003,0.30769230769230765,0.3,0.5,0.5
42,0,ICU dischargeresults_to_df (RF_3,False,0,0.42,0,0.4,0.35000000000000003,0.30769230769230765,0.3,0.5,0.5
43,0,ICU dischargeresults_to_df (RF_3,False,0,0.43,0,0.4,0.35000000000000003,0.30769230769230765,0.3,0.5,0.5
