,Fold,Model,Random State,Random Permutation Number,Thresholds,Number of Removed Features,Balanced ACC,AUC,F1,Specificity,Sensitivity,Recall
0,0,ICU dischargeresults_to_df (RF_100,False,0,0.0,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
1,0,ICU dischargeresults_to_df (RF_100,False,0,0.01,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
2,0,ICU dischargeresults_to_df (RF_100,False,0,0.02,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
3,0,ICU dischargeresults_to_df (RF_100,False,0,0.03,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
4,0,ICU dischargeresults_to_df (RF_100,False,0,0.04,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
5,0,ICU dischargeresults_to_df (RF_100,False,0,0.05,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
6,0,ICU dischargeresults_to_df (RF_100,False,0,0.06,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
7,0,ICU dischargeresults_to_df (RF_100,False,0,0.07,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
8,0,ICU dischargeresults_to_df (RF_100,False,0,0.08,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
9,0,ICU dischargeresults_to_df (RF_100,False,0,0.09,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
10,0,ICU dischargeresults_to_df (RF_100,False,0,0.1,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
11,0,ICU dischargeresults_to_df (RF_100,False,0,0.11,0,0.5,0.575,0.4444444444444445,0.0,1.0,1.0
12,0,ICU dischargeresults_to_df (RF_100,False,0,0.12,0,0.375,0.575,0.3529411764705882,0.0,0.75,0.75
13,0,ICU dischargeresults_to_df (RF_100,False,0,0.13,0,0.375,0.575,0.3529411764705882,0.0,0.75,0.75
14,0,ICU dischargeresults_to_df (RF_100,False,0,0.14,0,0.375,0.575,0.3529411764705882,0.0,0.75,0.75
15,0,ICU dischargeresults_to_df (RF_100,False,0,0.15,0,0.425,0.575,0.375,0.1,0.75,0.75
16,0,ICU dischargeresults_to_df (RF_100,False,0,0.16,0,0.475,0.575,0.39999999999999997,0.2,0.75,0.75
17,0,ICU dischargeresults_to_df (RF_100,False,0,0.17,0,0.475,0.575,0.39999999999999997,0.2,0.75,0.75
18,0,ICU dischargeresults_to_df (RF_100,False,0,0.18,0,0.575,0.575,0.46153846153846156,0.4,0.75,0.75
19,0,ICU dischargeresults_to_df (RF_100,False,0,0.19,0,0.575,0.575,0.46153846153846156,0.4,0.75,0.75
20,0,ICU dischargeresults_to_df (RF_100,False,0,0.2,0,0.625,0.575,0.5,0.5,0.75,0.75
21,0,ICU dischargeresults_to_df (RF_100,False,0,0.21,0,0.625,0.575,0.5,0.5,0.75,0.75
22,0,ICU dischargeresults_to_df (RF_100,False,0,0.22,0,0.625,0.575,0.5,0.5,0.75,0.75
23,0,ICU dischargeresults_to_df (RF_100,False,0,0.23,0,0.625,0.575,0.5,0.5,0.75,0.75
24,0,ICU dischargeresults_to_df (RF_100,False,0,0.24,0,0.625,0.575,0.5,0.5,0.75,0.75
25,0,ICU dischargeresults_to_df (RF_100,False,0,0.25,0,0.625,0.575,0.5,0.5,0.75,0.75
26,0,ICU dischargeresults_to_df (RF_100,False,0,0.26,0,0.625,0.575,0.5,0.5,0.75,0.75
27,0,ICU dischargeresults_to_df (RF_100,False,0,0.27,0,0.625,0.575,0.5,0.5,0.75,0.75
28,0,ICU dischargeresults_to_df (RF_100,False,0,0.28,0,0.5,0.575,0.36363636363636365,0.5,0.5,0.5
29,0,ICU dischargeresults_to_df (RF_100,False,0,0.29,0,0.55,0.575,0.4,0.6,0.5,0.5
30,0,ICU dischargeresults_to_df (RF_100,False,0,0.3,0,0.55,0.575,0.4,0.6,0.5,0.5
31,0,ICU dischargeresults_to_df (RF_100,False,0,0.31,0,0.55,0.575,0.4,0.6,0.5,0.5
32,0,ICU dischargeresults_to_df (RF_100,False,0,0.32,0,0.55,0.575,0.4,0.6,0.5,0.5
33,0,ICU dischargeresults_to_df (RF_100,False,0,0.33,0,0.55,0.575,0.4,0.6,0.5,0.5
34,0,ICU dischargeresults_to_df (RF_100,False,0,0.34,0,0.55,0.575,0.4,0.6,0.5,0.5
35,0,ICU dischargeresults_to_df (RF_100,False,0,0.35000000000000003,0,0.55,0.575,0.4,0.6,0.5,0.5
36,0,ICU dischargeresults_to_df (RF_100,False,0,0.36,0,0.6,0.575,0.4444444444444445,0.7,0.5,0.5
37,0,ICU dischargeresults_to_df (RF_100,False,0,0.37,0,0.6,0.575,0.4444444444444445,0.7,0.5,0.5
38,0,ICU dischargeresults_to_df (RF_100,False,0,0.38,0,0.6,0.575,0.4444444444444445,0.7,0.5,0.5
39,0,ICU dischargeresults_to_df (RF_100,False,0,0.39,0,0.6,0.575,0.4444444444444445,0.7,0.5,0.5
40,0,ICU dischargeresults_to_df (RF_100,False,0,0.4,0,0.6,0.575,0.4444444444444445,0.7,0.5,0.5
41,0,ICU dischargeresults_to_df (RF_100,False,0,0.41000000000000003,0,0.6,0.575,0.4444444444444445,0.7,0.5,0.5
42,0,ICU dischargeresults_to_df (RF_100,False,0,0.42,0,0.6,0.575,0.4444444444444445,0.7,0.5,0.5
43,0,ICU dischargeresults_to_df (RF_100,False,0,0.43,0,0.65,0.575,0.5,0.8,0.5,0.5
44,0,ICU dischargeresults_to_df (RF_100,False,0,0.44,0,0.65,0.575,0.5,0.8,0.5,0.5
45,0,ICU dischargeresults_to_df (RF_100,False,0,0.45,0,0.65,0.575,0.5,0.8,0.5,0.5
46,0,ICU dischargeresults_to_df (RF_100,False,0,0.46,0,0.65,0.575,0.5,0.8,0.5,0.5
47,0,ICU dischargeresults_to_df (RF_100,False,0,0.47000000000000003,0,0.65,0.575,0.5,0.8,0.5,0.5
48,0,ICU dischargeresults_to_df (RF_100,False,0,0.48,0,0.65,0.575,0.5,0.8,0.5,0.5
49,0,ICU dischargeresults_to_df (RF_100,False,0,0.49,0,0.7,0.575,0.5714285714285715,0.9,0.5,0.5
50,0,ICU dischargeresults_to_df (RF_100,False,0,0.5,0,0.7,0.575,0.5714285714285715,0.9,0.5,0.5
51,0,ICU dischargeresults_to_df (RF_100,False,0,0.51,0,0.7,0.575,0.5714285714285715,0.9,0.5,0.5
52,0,ICU dischargeresults_to_df (RF_100,False,0,0.52,0,0.7,0.575,0.5714285714285715,0.9,0.5,0.5
